id,title,grade,subject,volume,collection_or_program,publisher_or_imprint,publication_year_or_era,date_confidence,local_file,image_url,page_url,source_name,source_caption_or_note,rights_note
2023-ket-noi-mi-thuat-8,Mĩ thuật 8,8,Mĩ thuật,single volume,2018 GDPT / 2023 Grade 8 curriculum,Kết nối tri thức với cuộc sống,2023+,curriculum-era,images/2023-ket-noi-mi-thuat-8-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1029/screenshot-35.png,https://loigiaihay.com/sgk-mi-thuat-8-pdf-mi-thuat-8-ket-noi-tri-thuc-a176173.html,Loigiaihay,Page title: SGK Mĩ thuật 8 - PDF Mĩ thuật 8 Kết nối tri thức | Sách giáo khoa lớp 8,Use as research reference; clear reuse rights not established.
2023-ket-noi-am-nhac-8,Âm nhạc 8,8,Âm nhạc,single volume,2018 GDPT / 2023 Grade 8 curriculum,Kết nối tri thức với cuộc sống,2023+,curriculum-era,images/2023-ket-noi-am-nhac-8-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1029/screenshot-40.png,https://loigiaihay.com/sgk-am-nhac-8-pdf-am-nhac-8-ket-noi-tri-thuc-a176178.html,Loigiaihay,Page title: SGK Âm nhạc 8 - PDF Âm nhạc 8 Kết nối tri thức | Sách giáo khoa lớp 8,Use as research reference; clear reuse rights not established.
2024-ket-noi-toan-9-tap-1,Toán 9,9,Toán,Tập 1,2018 GDPT / 2024 Grade 9 curriculum,Kết nối tri thức với cuộc sống,2024+,curriculum-era,images/2024-ket-noi-toan-9-tap-1-loigiaihay.png,https://img.loigiaihay.com/picture/2024/0116/1_3.png,https://loigiaihay.com/sgk-toan-9-tap-1-pdf-toan-9-tap-1-ket-noi-tri-thuc-a155109.html,Loigiaihay,Page title: SGK Toán 9 tập 1 - PDF Toán 9 tập 1 Kết nối tri thức | Sách giáo khoa lớp 9,Use as research reference; clear reuse rights not established.
2024-ket-noi-toan-9-tap-2,Toán 9,9,Toán,Tập 2,2018 GDPT / 2024 Grade 9 curriculum,Kết nối tri thức với cuộc sống,2024+,curriculum-era,images/2024-ket-noi-toan-9-tap-2-loigiaihay.png,https://img.loigiaihay.com/picture/2024/0116/1_4.png,https://loigiaihay.com/sgk-toan-9-tap-2-pdf-toan-9-tap-2-ket-noi-tri-thuc-a155110.html,Loigiaihay,Page title: SGK Toán 9 tập 2 - PDF Toán 9 tập 2 Kết nối tri thức | Sách giáo khoa lớp 9,Use as research reference; clear reuse rights not established.
2024-ket-noi-ngu-van-9-tap-1,Ngữ văn 9,9,Ngữ văn,Tập 1,2018 GDPT / 2024 Grade 9 curriculum,Kết nối tri thức với cuộc sống,2024+,curriculum-era,images/2024-ket-noi-ngu-van-9-tap-1-loigiaihay.png,https://img.loigiaihay.com/picture/2024/0116/1_7.png,https://loigiaihay.com/sgk-van-9-tap-1-pdf-van-9-tap-1-ket-noi-tri-thuc-a155115.html,Loigiaihay,Page title: SGK Văn 9 tập 1 - PDF Văn 9 tập 1 Kết nối tri thức | Sách giáo khoa lớp 9,Use as research reference; clear reuse rights not established.
2024-ket-noi-ngu-van-9-tap-2,Ngữ văn 9,9,Ngữ văn,Tập 2,2018 GDPT / 2024 Grade 9 curriculum,Kết nối tri thức với cuộc sống,2024+,curriculum-era,images/2024-ket-noi-ngu-van-9-tap-2-loigiaihay.png,https://img.loigiaihay.com/picture/2024/0116/122_2.png,https://loigiaihay.com/sgk-van-9-tap-2-pdf-van-9-tap-2-ket-noi-tri-thuc-a155117.html,Loigiaihay,Page title: SGK Văn 9 tập 2 - PDF Văn 9 tập 2 Kết nối tri thức | Sách giáo khoa lớp 9,Use as research reference; clear reuse rights not established.
2024-ket-noi-tieng-anh-9,Tiếng Anh 9,9,Tiếng Anh,single volume,2018 GDPT / 2024 Grade 9 curriculum,Kết nối tri thức với cuộc sống / Global Success,2024+,curriculum-era,images/2024-ket-noi-tieng-anh-9-loigiaihay.png,https://img.loigiaihay.com/picture/2024/0116/ta9-global.png,https://loigiaihay.com/sgk-tieng-anh-9-pdf-tieng-anh-9-global-success-a155111.html,Loigiaihay,Page title: SGK Tiếng Anh 9 - PDF Tiếng Anh 9 Global Success | Sách giáo khoa lớp 9,Use as research reference; clear reuse rights not established.
2024-ket-noi-khoa-hoc-tu-nhien-9,Khoa học tự nhiên 9,9,Khoa học tự nhiên,single volume,2018 GDPT / 2024 Grade 9 curriculum,Kết nối tri thức với cuộc sống,2024+,curriculum-era,images/2024-ket-noi-khoa-hoc-tu-nhien-9-loigiaihay.jpeg,https://img.loigiaihay.com/picture/2024/0117/img-5583.jpeg,https://loigiaihay.com/sgk-khoa-hoc-tu-nhien-9-pdf-khoa-hoc-tu-nhien-9-ket-noi-tri-thuc-a155168.html,Loigiaihay,Page title: SGK Khoa học tự nhiên 9 - PDF Khoa học tự nhiên 9 Kết nối tri thức | Sách giáo khoa lớp 9,Use as research reference; clear reuse rights not established.
2024-ket-noi-am-nhac-9,Âm nhạc 9,9,Âm nhạc,single volume,2018 GDPT / 2024 Grade 9 curriculum,Kết nối tri thức với cuộc sống,2024+,curriculum-era,images/2024-ket-noi-am-nhac-9-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1017/screenshot-32.png,https://loigiaihay.com/sgk-am-nhac-9-pdf-am-nhac-9-ket-noi-tri-thuc-a175328.html,Loigiaihay,Page title: SGK Âm nhạc 9 - PDF Âm nhạc 9 Kết nối tri thức | Sách giáo khoa lớp 9,Use as research reference; clear reuse rights not established.
2024-ket-noi-cong-nghe-trong-cay-an-qua-9,Công nghệ 9,9,Công nghệ,Trải nghiệm nghề nghiệp - Trồng cây ăn quả,2018 GDPT / 2024 Grade 9 curriculum,Kết nối tri thức với cuộc sống,2024+,curriculum-era,images/2024-ket-noi-cong-nghe-trong-cay-an-qua-9-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1017/screenshot-33.png,https://loigiaihay.com/sgk-cong-nghe-trong-cay-an-qua-9-pdf-cong-nghe-trong-cay-an-qua-9-ket-noi-tri-thuc-a175332.html,Loigiaihay,Page title: SGK Công nghệ (Trồng cây ăn quả) 9 - PDF Công nghệ (Trồng cây ăn quả) 9 Kết nối tri thức | Sách giáo khoa lớp 9,Use as research reference; clear reuse rights not established.
2024-ket-noi-cong-nghe-lap-dat-mang-dien-9,Công nghệ 9,9,Công nghệ,Trải nghiệm nghề nghiệp - Lắp đặt mạng điện trong nhà,2018 GDPT / 2024 Grade 9 curriculum,Kết nối tri thức với cuộc sống,2024+,curriculum-era,images/2024-ket-noi-cong-nghe-lap-dat-mang-dien-9-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1017/screenshot-36.png,https://loigiaihay.com/sgk-cong-nghe-lap-dat-mang-dien-trong-nha-9-pdf-cong-nghe-lap-dat-mang-dien-trong-nha-9-ket-noi-tri-thuc-a175335.html,Loigiaihay,Page title: SGK Công nghệ (Lắp đặt mạng điện trong nhà) 9 - PDF Công nghệ (Lắp đặt mạng điện trong nhà) 9 Kết nối tri thức | Sách giáo khoa lớp 9,Use as research reference; clear reuse rights not established.
2024-ket-noi-cong-nghe-dinh-huong-nghe-nghiep-9,Công nghệ 9,9,Công nghệ,Định hướng nghề nghiệp,2018 GDPT / 2024 Grade 9 curriculum,Kết nối tri thức với cuộc sống,2024+,curriculum-era,images/2024-ket-noi-cong-nghe-dinh-huong-nghe-nghiep-9-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1017/screenshot-39.png,https://loigiaihay.com/sgk-cong-nghe-dinh-huong-nghe-nghiep-9-pdf-cong-nghe-dinh-huong-nghe-nghiep-9-ket-noi-tri-thuc-a175343.html,Loigiaihay,Page title: SGK Công nghệ (Định hướng nghề nghiệp) 9 - PDF Công nghệ (Định hướng nghề nghiệp) 9 Kết nối tri thức | Sách giáo khoa lớp 9,Use as research reference; clear reuse rights not established.
2024-ket-noi-cong-nghe-che-bien-thuc-pham-9,Công nghệ 9,9,Công nghệ,Trải nghiệm nghề nghiệp - Mô đun chế biến thực phẩm,2018 GDPT / 2024 Grade 9 curriculum,Kết nối tri thức với cuộc sống,2024+,curriculum-era,images/2024-ket-noi-cong-nghe-che-bien-thuc-pham-9-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1017/screenshot-42.png,https://loigiaihay.com/sgk-cong-nghe-che-bien-thuc-pham-9-pdf-cong-nghe-che-bien-thuc-pham-9-ket-noi-tri-thuc-a175349.html,Loigiaihay,Page title: SGK Công nghệ (Chế biến thực phẩm) 9 - PDF Công nghệ (Chế biến thực phẩm) 9 Kết nối tri thức | Sách giáo khoa lớp 9,Use as research reference; clear reuse rights not established.
2024-ket-noi-giao-duc-the-chat-9,Giáo dục thể chất 9,9,Giáo dục thể chất,single volume,2018 GDPT / 2024 Grade 9 curriculum,Kết nối tri thức với cuộc sống,2024+,curriculum-era,images/2024-ket-noi-giao-duc-the-chat-9-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1017/screenshot-47.png,https://loigiaihay.com/sgk-giao-duc-the-chat-9-pdf-giao-duc-the-chat-9-ket-noi-tri-thuc-a175364.html,Loigiaihay,Page title: SGK Giáo dục thể chất 9 - PDF Giáo dục thể chất 9 Kết nối tri thức | Sách giáo khoa lớp 9,Use as research reference; clear reuse rights not established.
2024-ket-noi-hoat-dong-trai-nghiem-9,"Hoạt động trải nghiệm, hướng nghiệp 9",9,"Hoạt động trải nghiệm, hướng nghiệp",single volume,2018 GDPT / 2024 Grade 9 curriculum,Kết nối tri thức với cuộc sống,2024+,curriculum-era,images/2024-ket-noi-hoat-dong-trai-nghiem-9-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1018/screenshot-10.png,https://loigiaihay.com/sgk-hoat-dong-trai-nghiem-huong-nghiep-9-pdf-hoat-dong-trai-nghiem-huong-nghiep-9-ket-noi-tri-thuc-a175400.html,Loigiaihay,"Page title: SGK Hoạt động trải nghiệm, hướng nghiệp 9 - PDF Hoạt động trải nghiệm, hướng nghiệp 9 Kết nối tri thức | Sách giáo khoa lớp 9",Use as research reference; clear reuse rights not established.
2024-ket-noi-mi-thuat-9,Mĩ thuật 9,9,Mĩ thuật,single volume,2018 GDPT / 2024 Grade 9 curriculum,Kết nối tri thức với cuộc sống,2024+,curriculum-era,images/2024-ket-noi-mi-thuat-9-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1018/screenshot-15.png,https://loigiaihay.com/sgk-mi-thuat-9-pdf-mi-thuat-9-ket-noi-tri-thuc-a175405.html,Loigiaihay,Page title: SGK Mĩ thuật 9 - PDF Mĩ thuật 9 Kết nối tri thức | Sách giáo khoa lớp 9,Use as research reference; clear reuse rights not established.
2024-ket-noi-tin-hoc-9,Tin học 9,9,Tin học,single volume,2018 GDPT / 2024 Grade 9 curriculum,Kết nối tri thức với cuộc sống,2024+,curriculum-era,images/2024-ket-noi-tin-hoc-9-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1018/screenshot-19_1.png,https://loigiaihay.com/sgk-tin-hoc-9-pdf-tin-hoc-9-ket-noi-tri-thuc-a175411.html,Loigiaihay,Page title: SGK Tin học 9 - PDF Tin học 9 Kết nối tri thức | Sách giáo khoa lớp 9,Use as research reference; clear reuse rights not established.
2022-ket-noi-vat-li-10,Vật lí 10,10,Vật lí,single volume,2018 GDPT / 2022 Grade 10 curriculum,Kết nối tri thức với cuộc sống,2022+,curriculum-era,images/2022-ket-noi-vat-li-10-loigiaihay.png,https://img.loigiaihay.com/picture/2024/0122/2024-01-22-105210.png,https://loigiaihay.com/sgk-vat-li-11-pdf-vat-li-10-ket-noi-tri-thuc-a155272.html,Loigiaihay,Page title: SGK Vật lí 10 - PDF Vật lí 10 Kết nối tri thức | Sách giáo khoa lớp 10,Use as research reference; clear reuse rights not established.
2022-ket-noi-tieng-anh-10,Tiếng Anh 10,10,Tiếng Anh,single volume,2018 GDPT / 2022 Grade 10 curriculum,Kết nối tri thức với cuộc sống / Global Success,2022+,curriculum-era,images/2022-ket-noi-tieng-anh-10-loigiaihay.jpg,https://img.loigiaihay.com/picture/2024/0122/ta10-global.jpg,https://loigiaihay.com/sgk-tieng-anh-10-pdf-tieng-anh-10-global-success-a155338.html,Loigiaihay,Page title: SGK Tiếng Anh 10 - PDF Tiếng Anh 10 Global Success | Sách giáo khoa lớp 10,Use as research reference; clear reuse rights not established.
2022-ket-noi-hoa-hoc-10,Hóa học 10,10,Hóa học,single volume,2018 GDPT / 2022 Grade 10 curriculum,Kết nối tri thức với cuộc sống,2022+,curriculum-era,images/2022-ket-noi-hoa-hoc-10-loigiaihay.png,https://img.loigiaihay.com/picture/2024/0123/1_5.png,https://loigiaihay.com/sgk-hoa-hoc-10-pdf-hoa-hoc-10-ket-noi-tri-thuc-a155395.html,Loigiaihay,Page title: SGK Hóa học 10 - PDF Hóa học 10 Kết nối tri thức | Sách giáo khoa lớp 10,Use as research reference; clear reuse rights not established.
2022-ket-noi-sinh-hoc-10,Sinh học 10,10,Sinh học,single volume,2018 GDPT / 2022 Grade 10 curriculum,Kết nối tri thức với cuộc sống,2022+,curriculum-era,images/2022-ket-noi-sinh-hoc-10-loigiaihay.png,https://img.loigiaihay.com/picture/2024/0123/img-5598.png,https://loigiaihay.com/sgk-sinh-hoc-10-pdf-sinh-hoc-10-ket-noi-tri-thuc-a155407.html,Loigiaihay,Page title: SGK Sinh học 10 - PDF Sinh học 10 Kết nối tri thức | Sách giáo khoa lớp 10,Use as research reference; clear reuse rights not established.
2022-ket-noi-ngu-van-10-tap-1,Ngữ văn 10,10,Ngữ văn,Tập 1,2018 GDPT / 2022 Grade 10 curriculum,Kết nối tri thức với cuộc sống,2022+,curriculum-era,images/2022-ket-noi-ngu-van-10-tap-1-loigiaihay.png,https://img.loigiaihay.com/picture/2024/0123/so-1.png,https://loigiaihay.com/sgk-van-10-tap-1-pdf-van-10-tap-1-ket-noi-tri-thuc-a155433.html,Loigiaihay,Page title: SGK Văn 10 tập 1 - PDF Văn 10 tập 1 Kết nối tri thức | Sách giáo khoa lớp 10,Use as research reference; clear reuse rights not established.
2022-ket-noi-ngu-van-10-tap-2,Ngữ văn 10,10,Ngữ văn,Tập 2,2018 GDPT / 2022 Grade 10 curriculum,Kết nối tri thức với cuộc sống,2022+,curriculum-era,images/2022-ket-noi-ngu-van-10-tap-2-loigiaihay.png,https://img.loigiaihay.com/picture/2024/0123/so-2.png,https://loigiaihay.com/sgk-van-10-tap-2-pdf-van-10-tap-2-ket-noi-tri-thuc-a155434.html,Loigiaihay,Page title: SGK Văn 10 tập 2 - PDF Văn 10 tập 2 Kết nối tri thức | Sách giáo khoa lớp 10,Use as research reference; clear reuse rights not established.
2022-ket-noi-lich-su-10,Lịch sử 10,10,Lịch sử,single volume,2018 GDPT / 2022 Grade 10 curriculum,Kết nối tri thức với cuộc sống,2022+,curriculum-era,images/2022-ket-noi-lich-su-10-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1025/screenshot-96.png,https://loigiaihay.com/sgk-lich-su-10-pdf-lich-su-10-ket-noi-tri-thuc-a175900.html,Loigiaihay,Page title: SGK Lịch sử 10 - PDF Lịch sử 10 Kết nối tri thức | Sách giáo khoa lớp 10,Use as research reference; clear reuse rights not established.
2022-ket-noi-dia-li-10,Địa lí 10,10,Địa lí,single volume,2018 GDPT / 2022 Grade 10 curriculum,Kết nối tri thức với cuộc sống,2022+,curriculum-era,images/2022-ket-noi-dia-li-10-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1025/screenshot-103.png,https://loigiaihay.com/sgk-dia-li-10-pdf-dia-li-10-ket-noi-tri-thuc-a175910.html,Loigiaihay,Page title: SGK Địa lí 10 - PDF Địa lí 10 Kết nối tri thức | Sách giáo khoa lớp 10,Use as research reference; clear reuse rights not established.
2022-ket-noi-giao-duc-the-chat-bong-chuyen-10,Giáo dục thể chất 10,10,Giáo dục thể chất,Bóng chuyền,2018 GDPT / 2022 Grade 10 curriculum,Kết nối tri thức với cuộc sống,2022+,curriculum-era,images/2022-ket-noi-giao-duc-the-chat-bong-chuyen-10-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1026/screenshot-9.png,https://loigiaihay.com/sgk-giao-duc-the-chat-bong-chuyen-10-pdf-giao-duc-the-chat-bong-chuyen-11-ket-noi-tri-thuc-a175979.html,Loigiaihay,Page title: SGK Giáo dục thể chất (Bóng chuyền) 10 - PDF Giáo dục thể chất (Bóng chuyền) 10 Kết nối tri thức | Sách giáo khoa lớp 10,Use as research reference; clear reuse rights not established.
2022-ket-noi-giao-duc-the-chat-cau-long-10,Giáo dục thể chất 10,10,Giáo dục thể chất,Cầu lông,2018 GDPT / 2022 Grade 10 curriculum,Kết nối tri thức với cuộc sống,2022+,curriculum-era,images/2022-ket-noi-giao-duc-the-chat-cau-long-10-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1026/screenshot-11.png,https://loigiaihay.com/sgk-giao-duc-the-chat-cau-long-10-pdf-giao-duc-the-chat-cau-long-11-ket-noi-tri-thuc-a175982.html,Loigiaihay,Page title: SGK Giáo dục thể chất (Cầu lông) 10 - PDF Giáo dục thể chất (Cầu lông) 10 Kết nối tri thức | Sách giáo khoa lớp 10,Use as research reference; clear reuse rights not established.
2022-ket-noi-giao-duc-the-chat-bong-ro-10,Giáo dục thể chất 10,10,Giáo dục thể chất,Bóng rổ,2018 GDPT / 2022 Grade 10 curriculum,Kết nối tri thức với cuộc sống,2022+,curriculum-era,images/2022-ket-noi-giao-duc-the-chat-bong-ro-10-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1026/screenshot-13.png,https://loigiaihay.com/sgk-giao-duc-the-chat-bong-ro-10-pdf-giao-duc-the-chat-bong-ro-11-ket-noi-tri-thuc-a175983.html,Loigiaihay,Page title: SGK Giáo dục thể chất (Bóng rổ) 10 - PDF Giáo dục thể chất (Bóng rổ) 10 Kết nối tri thức | Sách giáo khoa lớp 10,Use as research reference; clear reuse rights not established.
2022-ket-noi-giao-duc-kinh-te-phap-luat-10,Giáo dục kinh tế và pháp luật 10,10,Giáo dục kinh tế và pháp luật,single volume,2018 GDPT / 2022 Grade 10 curriculum,Kết nối tri thức với cuộc sống,2022+,curriculum-era,images/2022-ket-noi-giao-duc-kinh-te-phap-luat-10-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1026/screenshot-17.png,https://loigiaihay.com/sgk-giao-duc-kinh-te-phap-luat-10-pdf-giao-duc-kinh-te-phap-luat-10-ket-noi-tri-thuc-a175985.html,Loigiaihay,Page title: SGK Giáo dục kinh tế pháp luật 10 - PDF Giáo dục kinh tế pháp luật 10 Kết nối tri thức | Sách giáo khoa lớp 10,Use as research reference; clear reuse rights not established.
2022-ket-noi-hoat-dong-trai-nghiem-10,"Hoạt động trải nghiệm, hướng nghiệp 10",10,"Hoạt động trải nghiệm, hướng nghiệp",single volume,2018 GDPT / 2022 Grade 10 curriculum,Kết nối tri thức với cuộc sống,2022+,curriculum-era,images/2022-ket-noi-hoat-dong-trai-nghiem-10-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1026/screenshot-24.png,https://loigiaihay.com/sgk-hoat-dong-trai-nghiem-huong-nghiep-10-pdf-hoat-dong-trai-nghiem-huong-nghiep-10-ket-noi-tri-thuc-a175991.html,Loigiaihay,"Page title: SGK Hoạt động trải nghiệm, hướng nghiệp 10 - PDF Hoạt động trải nghiệm, hướng nghiệp 10 Kết nối tri thức | Sách giáo khoa lớp 10",Use as research reference; clear reuse rights not established.
2022-ket-noi-cong-nghe-trong-trot-10,Công nghệ 10,10,Công nghệ,Công nghệ trồng trọt,2018 GDPT / 2022 Grade 10 curriculum,Kết nối tri thức với cuộc sống,2022+,curriculum-era,images/2022-ket-noi-cong-nghe-trong-trot-10-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1026/screenshot-28.png,https://loigiaihay.com/sgk-cong-nghe-cong-nghe-trong-trot-10-pdf-cong-nghe-cong-nghe-trong-trot-10-ket-noi-tri-thuc-a175997.html,Loigiaihay,Page title: SGK Công nghệ (Công nghệ trồng trọt) 10 - PDF Công nghệ (Công nghệ trồng trọt) 10 Kết nối tri thức | Sách giáo khoa lớp 10,Use as research reference; clear reuse rights not established.
2022-ket-noi-mi-thuat-thiet-ke-do-hoa-10,Mĩ thuật 10,10,Mĩ thuật,Thiết kế đồ họa,2018 GDPT / 2022 Grade 10 curriculum,Kết nối tri thức với cuộc sống,2022+,curriculum-era,images/2022-ket-noi-mi-thuat-thiet-ke-do-hoa-10-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1028/screenshot-43.png,https://loigiaihay.com/sgk-mi-thuat-thiet-ke-do-hoa-10-pdf-mi-thuat-thiet-ke-do-hoa-10-ket-noi-tri-thuc-a176070.html,Loigiaihay,Page title: SGK Mĩ thuật (Thiết kế đồ họa) 10 - PDF Mĩ thuật (Thiết kế đồ họa) 10 Kết nối tri thức | Sách giáo khoa lớp 10,Use as research reference; clear reuse rights not established.
2022-ket-noi-mi-thuat-thiet-ke-thoi-trang-10,Mĩ thuật 10,10,Mĩ thuật,Thiết kế thời trang,2018 GDPT / 2022 Grade 10 curriculum,Kết nối tri thức với cuộc sống,2022+,curriculum-era,images/2022-ket-noi-mi-thuat-thiet-ke-thoi-trang-10-loigiaihay.png,https://img.loigiaihay.com/picture/2024/1028/screenshot-51.png,https://loigiaihay.com/sgk-mi-thuat-thiet-ke-thoi-trang-10-pdf-mi-thuat-thiet-ke-thoi-trang-10-ket-noi-tri-thuc-a176076.html,Loigiaihay,Page title: SGK Mĩ thuật (Thiết kế thời trang) 10 - PDF Mĩ thuật (Thiết kế thời trang) 10 Kết nối tri thức | Sách giáo khoa lớp 10,Use as research reference; clear reuse rights not established.
